series_id,segment,rfm_score
CXU500110LB0103M,Loyal,7.0
CXU500110LB1306M,Loyal,7.0
CXUNEWCARSLB0105M,Loyal,7.0
CXUNEWCARSLB1102M,Loyal,7.0
CXUCAREPAIRLB0218M,Loyal,7.0
CXUNEWCARSLB1803M,Loyal,7.0
CXU270102LB1204M,Lost,5.0
CXUCEREALLB1207M,Lost,5.0
CXUDAIRYLB1207M,Lost,5.0
CXUBEEFLB1205M,Lost,5.0
CXUALCBEVGLB1207M,Lost,5.0
CXU080110LB1207M,Lost,5.0
CXUBEEFLB0905M,Lost,5.0
CXUCASHCONTLB1207M,Lost,5.0
CXUDRUGSLB1005M,Lost,5.0
CXU270102LB1208M,Lost,5.0
CXUBAKERYLB1207M,Lost,5.0
CXU220211LB1206M,Lost,5.0
CXUDRUGSLB0905M,Lost,5.0
CXUDRUGSLB1205M,Lost,5.0
CXUHKPGSUPPLB1704M,Lost,5.0
CXUHHTXTILELB1509M,Lost,5.0
CXUMILKCRMLB1703M,Lost,5.0
CXUPOSTAGELB1702M,Lost,5.0
CXURESPHONELB1511M,Lost,5.0
CXUTOTALEXPLB1805M,Lost,5.0
CXUPHONELB1102M,Lost,5.0
CXUNATRLGASLB1702M,Lost,5.0
CXUHHTXTILELB1705M,Lost,5.0
CXU220211LB1703M,Lost,5.0
CXUGASOILLB1102M,Lost,5.0
CXURESPHONELB1705M,Lost,5.0
CXU270102LB1105M,Lost,5.0
CXUDAIRYLB1805M,Lost,5.0
CXUGASOILLB1103M,Lost,5.0
CXU270102LB1102M,Lost,5.0
CXUMAJAPPLLB1805M,Lost,5.0
CXURNTDWELLLB1702M,Lost,5.0
CXUWATERLB1704M,Lost,5.0
CXUFURNITURLB1702M,Lost,5.0
CXUGASOILLB1105M,Lost,5.0
CXUHHTXTILELB1508M,Lost,5.0
CXUHHTXTILELB1510M,Lost,5.0
CXURESPHONELB1503M,Lost,5.0
CXUHHTXTILELB1511M,Lost,5.0
CXUFLOORCOVLB1802M,Lost,5.0
CXURESPHONELB1502M,Lost,5.0
CXUMILKCRMLB1704M,Lost,5.0
CXUGASOILLB1104M,Lost,5.0
CXU220211LB1704M,Lost,5.0
CXU270102LB1104M,Lost,5.0
CXUSMAPPHWRLB1703M,Lost,5.0
CXUHKPGSUPPLB1703M,Lost,5.0
CXU080110LB1805M,Lost,5.0
CXUUTILSLB1703M,Lost,5.0
CXUUTILSLB1704M,Lost,5.0
CXUOTHRFUELLB1704M,Lost,5.0
CXUPOULTRYLB1702M,Lost,5.0
CXUHHTXTILELB1507M,Lost,5.0
CXURESPHONELB1509M,Lost,5.0
CXUPETSLB1805M,Lost,5.0
CXU270102LB1103M,Lost,5.0
CXUENTEROTHLB1702M,Lost,5.0
CXUCERBAKRYLB1702M,Lost,5.0
CXUSMAPPHWRLB1704M,Lost,5.0
CXURESPHONELB1505M,Lost,5.0
CXUPHONELB1105M,Lost,5.0
CXUOTHRFUELLB1703M,Lost,5.0
CXURESPHONELB1507M,Lost,5.0
CXURESPHONELB1506M,Lost,5.0
CXURESPHONELB1508M,Lost,5.0
CXUHHTXTILELB1504M,Lost,5.0
CXUMISCHHEQLB1704M,Lost,5.0
CXUHHTXTILELB1506M,Lost,5.0
CXUHHTXTILELB1503M,Lost,5.0
CXURESPHONELB1504M,Lost,5.0
CXUMISCHHEQLB1703M,Lost,5.0
CXUPHONELB1104M,Lost,5.0
CXUHHTXTILELB1505M,Lost,5.0
CXUHHTXTILELB1502M,Lost,5.0
CXUEDUCATNLB1405M,Lost,5.0
CXU190904LB1405M,Lost,5.0
CXUEDUCATNLB1402M,Lost,5.0
CXUFOODHOMELB1405M,Lost,5.0
CXUHHPERSRVLB1404M,Lost,5.0
CXUHHOTHXPNLB1402M,Lost,5.0
CXUHEALTHLB1406M,Lost,5.0
CXUFOODAWAYLB1405M,Lost,5.0
CXU190904LB1402M,Lost,5.0
CXUFOODHOMELB1403M,Lost,5.0
CXUHOUSINGLB1405M,Lost,5.0
CXUFOODTOTLLB1404M,Lost,5.0
CXUHOUSINGLB1402M,Lost,5.0
CXUHOUSINGLB1404M,Lost,5.0
CXUHHOTHXPNLB1405M,Lost,5.0
CXUHHOTHXPNLB1403M,Lost,5.0
CXUOTHRFOODLB1405M,Lost,5.0
CXUOTHRFOODLB1402M,Lost,5.0
CXUEDUCATNLB1404M,Lost,5.0
CXUEDUCATNLB1403M,Lost,5.0
CXUFOODHOMELB1402M,Lost,5.0
CXUFOODTOTLLB1405M,Lost,5.0
CXUHHPERSRVLB1403M,Lost,5.0
CXUHHPERSRVLB1402M,Lost,5.0
CXUHHOTHXPNLB1404M,Lost,5.0
CXUHKPGOTHRLB1403M,Lost,5.0
CXUFOODHOMELB1404M,Lost,5.0
CXUOTHRFOODLB1403M,Lost,5.0
CXUHHPERSRVLB1405M,Lost,5.0
CXU190904LB1403M,Lost,5.0
CXUFOODTOTLLB1403M,Lost,5.0
CXUFOODAWAYLB1402M,Lost,5.0
CXUHOUSINGLB1403M,Lost,5.0
CXUFOODTOTLLB1402M,Lost,5.0
CXUHKPGOTHRLB1402M,Lost,5.0
CXUFOODAWAYLB1404M,Lost,5.0
CXUBAKERYLB1304M,Lost,5.0
CXUEDUCATNLB1305M,Lost,5.0
CXUWATERLB1207M,Lost,5.0
CXUFLOORCOVLB0903M,Lost,5.0
CXUOTHRFOODLB1305M,Lost,5.0
CXU270102LB0905M,Lost,5.0
CXU190904LB1303M,Lost,5.0
CXUCASHCONTLB1304M,Lost,5.0
CXUSWEETSLB1304M,Lost,5.0
CXU220211LB1207M,Lost,5.0
CXU190904LB1305M,Lost,5.0
CXUFLOORCOVLB0405M,Lost,5.0
CXUOTHRFUELLB1207M,Lost,5.0
CXUFLOORCOVLB0904M,Lost,5.0
CXUPERSCARELB0902M,Lost,5.0
CXUMILKCRMLB1207M,Lost,5.0
CXUFLOORCOVLB0406M,Lost,5.0
CXUFOODTOTLLB1303M,Lost,5.0
CXUFLOORCOVLB0402M,Lost,5.0
CXUFLOORCOVLB0404M,Lost,5.0
CXUHKPGSUPPLB1207M,Lost,5.0
CXUENTEROTHLB1206M,Lost,5.0
CXUFOODAWAYLB1305M,Lost,5.0
CXU270102LB1205M,Lost,5.0
CXUFLOORCOVLB0409M,Lost,5.0
CXUGASOILLB0905M,Lost,5.0
CXUPHONELB1205M,Lost,5.0
CXUFOODTOTLLB1202M,Lost,5.0
CXU080110LB1304M,Lost,5.0
CXUEDUCATNLB1303M,Lost,5.0
CXUHHOTHXPNLB1305M,Lost,5.0
CXUPOULTRYLB1206M,Lost,5.0
CXUANIMALLB1003M,Lost,5.0
CXUPHONELB1005M,Lost,5.0
CXUHHPERSRVLB1305M,Lost,5.0
CXUFOODTOTLLB1305M,Lost,5.0
CXUFOODAWAYLB1303M,Lost,5.0
CXUTOTALEXPLB1304M,Lost,5.0
CXUPERSCARELB1604M,Lost,5.0
CXUFURNITURLB1206M,Lost,5.0
CXUTOBACCOLB01A1M,Lost,5.0
CXUHHOTHXPNLB1303M,Lost,5.0
CXUTOBACCOLB01A2M,Lost,5.0
CXUPERSCARELB1210M,Lost,5.0
CXUFOODHOMELB1202M,Lost,5.0
CXUALCBEVGLB1304M,Lost,5.0
CXUFOODAWAYLB1202M,Lost,5.0
CXUANIMALLB1002M,Lost,5.0
CXU190904LB1202M,Lost,5.0
CXUOWNEXPENLB01A1M,Lost,5.0
CXUGASOILLB1005M,Lost,5.0
CXUPERSCARELB1607M,Lost,5.0
CXUMISCHHEQLB1207M,Lost,5.0
CXURESPHONELB1204M,Lost,5.0
CXUSMAPPHWRLB1207M,Lost,5.0
CXUTOBACCOLB1203M,Lost,5.0
CXURESPHONELB1208M,Lost,5.0
CXUPERSCARELB1609M,Lost,5.0
CXUPERSCARELB1605M,Lost,5.0
CXU270102LB1005M,Lost,5.0
CXUCEREALLB1304M,Lost,5.0
CXUOTHDAIRYLB1304M,Lost,5.0
CXUEDUCATNLB1202M,Lost,5.0
CXURNTDWELLLB1206M,Lost,5.0
CXUHHTXTILELB1204M,Lost,5.0
CXUDAIRYLB1304M,Lost,5.0
CXUOTHRFOODLB1202M,Lost,5.0
CXUTRANSLB1206M,Lost,5.0
CXUCERBAKRYLB1206M,Lost,5.0
CXUPHONELB0905M,Lost,5.0
CXUPOSTAGELB1206M,Lost,5.0
CXUPERSCARELB1302M,Lost,5.0
CXUHHPERSRVLB1303M,Lost,5.0
CXUPERSCARELB1306M,Lost,5.0
CXUGASOILLB1205M,Lost,5.0
CXUOTHRFOODLB1303M,Lost,5.0
CXUFOODHOMELB1305M,Lost,5.0
CXUHKPGOTHRLB1305M,Lost,5.0
CXUHHTXTILELB1208M,Lost,5.0
CXUHOUSINGLB1305M,Lost,5.0
CXUFLOORCOVLB1004M,Lost,5.0
CXUHOUSINGLB1303M,Lost,5.0
CXUHKPGOTHRLB1202M,Lost,5.0
CXUUTILSLB1207M,Lost,5.0
CXUHHOTHXPNLB1202M,Lost,5.0
CXUHHPERSRVLB1202M,Lost,5.0
CXUHOUSINGLB1202M,Lost,5.0
CXUNATRLGASLB1206M,Lost,5.0
CXUOWNEXPENLB1203M,Lost,5.0
CXUTOBACCOLB0219M,Lost,5.0
CXUTOBACCOLB02A1M,Lost,5.0
CXUENTEROTHLB1703M,Lost,5.0
CXUHHTXTILELB1104M,Lost,5.0
CXUFURNITURLB1703M,Lost,5.0
CXUOWNEXPENLB0222M,Lost,5.0
CXUOWNEXPENLB0218M,Lost,5.0
CXUCERBAKRYLB1703M,Lost,5.0
CXUTOBACCOLB0207M,Lost,5.0
CXUWATERLB1805M,Lost,5.0
CXUANIMALLB1804M,Lost,5.0
CXUOWNEXPENLB0209M,Lost,5.0
CXUTOBACCOLB0210M,Lost,5.0
CXURNTDWELLLB1704M,Lost,5.0
CXURNTDWELLLB1703M,Lost,5.0
CXURESPHONELB1103M,Lost,5.0
CXUPOULTRYLB1704M,Lost,5.0
CXUMILKCRMLB1805M,Lost,5.0
CXUTOBACCOLB0202M,Lost,5.0
CXURESPHONELB1105M,Lost,5.0
CXUTOBACCOLB0209M,Lost,5.0
CXU220211LB1805M,Lost,5.0
CXUANIMALLB1802M,Lost,5.0
CXUREADINGLB1702M,Lost,5.0
CXUFURNITURLB1704M,Lost,5.0
CXUFEESADMLB1702M,Lost,5.0
CXUFOOTWEARLB1702M,Lost,5.0
CXUTOBACCOLB0221M,Lost,5.0
CXUTOBACCOLB0217M,Lost,5.0
CXUTOBACCOLB0215M,Lost,5.0
CXUTOBACCOLB0222M,Lost,5.0
CXUTOBACCOLB0214M,Lost,5.0
CXUANIMALLB1803M,Lost,5.0
CXUPOSTAGELB1704M,Lost,5.0
CXUCERBAKRYLB1704M,Lost,5.0
CXUOTHRFUELLB1805M,Lost,5.0
CXUNATRLGASLB1704M,Lost,5.0
CXUPOULTRYLB1703M,Lost,5.0
CXUHHTXTILELB1105M,Lost,5.0
CXUNATRLGASLB1703M,Lost,5.0
CXURESPHONELB1104M,Lost,5.0
CXUHHTXTILELB1102M,Lost,5.0
CXURESPHONELB1102M,Lost,5.0
CXUTOBACCOLB0211M,Lost,5.0
CXUTOBACCOLB0223M,Lost,5.0
CXUOWNDWELLLB1403M,Lost,5.0
CXUOWNMORTGLB1405M,Lost,5.0
CXUOWNEXPENLB1406M,Lost,5.0
CXUOTHLODGELB1405M,Lost,5.0
CXUELECTRICLB1403M,Lost,5.0
CXUENTRTAINLB1405M,Lost,5.0
CXUOWNDWELLLB1405M,Lost,5.0
CXUTOBACCOLB1406M,Lost,5.0
CXUOWNMORTGLB1402M,Lost,5.0
CXUOWNMORTGLB1404M,Lost,5.0
CXUOWNMORTGLB1403M,Lost,5.0
CXUOTHLODGELB1402M,Lost,5.0
CXUOTHLODGELB1404M,Lost,5.0
CXUOTHLODGELB1403M,Lost,5.0
CXUHHOPERLB1405M,Lost,5.0
CXUHHOPERLB1402M,Lost,5.0
CXUHHOPERLB1404M,Lost,5.0
CXUHHOPERLB1403M,Lost,5.0
CXUELECTRICLB1402M,Lost,5.0
CXUELECTRICLB1405M,Lost,5.0
CXUMISCFOODLB1403M,Lost,5.0
CXUELECTRICLB1404M,Lost,5.0
CXUMISCFOODLB1405M,Lost,5.0
CXUMISCFOODLB1404M,Lost,5.0
CXUMISCFOODLB1402M,Lost,5.0
CXUOWNDWELLLB1404M,Lost,5.0
CXUMISCLB1402M,Lost,5.0
CXUMISCLB1404M,Lost,5.0
CXUMISCLB1405M,Lost,5.0
CXUMISCLB1403M,Lost,5.0
CXUOWNDWELLLB1402M,Lost,5.0
CXUENTRTAINLB1403M,Lost,5.0
CXUENTRTAINLB1402M,Lost,5.0
CXUAPPARELLB1002M,Lost,5.0
CXUOWNEXPENLB0106M,Lost,5.0
CXUTOBACCOLB0104M,Lost,5.0
CXUMISCFOODLB1305M,Lost,5.0
CXUHKPGSUPPLB1304M,Lost,5.0
CXUOTHRFUELLB1304M,Lost,5.0
CXUHHOPERLB1305M,Lost,5.0
CXUANIMALLB0903M,Lost,5.0
CXUANIMALLB0409M,Lost,5.0
CXUNATRLGASLB1207M,Lost,5.0
CXUSHELTERLB1305M,Lost,5.0
CXUANIMALLB1004M,Lost,5.0
CXUTOBACCOLB0106M,Lost,5.0
CXUENTRTAINLB1303M,Lost,5.0
CXUSHELTERLB1303M,Lost,5.0
CXUENTRTAINLB1202M,Lost,5.0
CXUOWNEXPENLB1209M,Lost,5.0
CXURESPHONELB1205M,Lost,5.0
CXUFLOORCOVLB1607M,Lost,5.0
CXUAPPARELLB1003M,Lost,5.0
CXUOTHLODGELB1303M,Lost,5.0
CXUHHOPERLB1303M,Lost,5.0
CXUPENSIONSLB1002M,Lost,5.0
CXUSHELTERLB1202M,Lost,5.0
CXUINFANTLB1002M,Lost,5.0
CXUTOBACCOLB0102M,Lost,5.0
CXUANIMALLB0406M,Lost,5.0
CXUOWNMORTGLB1202M,Lost,5.0
CXUFLOORCOVLB0902M,Lost,5.0
CXURNTDWELLLB1207M,Lost,5.0
CXUOWNDWELLLB1202M,Lost,5.0
CXUPOULTRYLB1207M,Lost,5.0
CXUPERSCARELB1203M,Lost,5.0
CXUTOBACCOLB0105M,Lost,5.0
CXUREADINGLB1206M,Lost,5.0
CXUOTHAPPRLLB1002M,Lost,5.0
CXUMILKCRMLB1304M,Lost,5.0
CXUTRANSLB1207M,Lost,5.0
CXUANIMALLB0404M,Lost,5.0
CXUENTEROTHLB1207M,Lost,5.0
CXUINFANTLB1003M,Lost,5.0
CXUANIMALLB0904M,Lost,5.0
CXUFEESADMLB1206M,Lost,5.0
CXUTOBACCOLB0103M,Lost,5.0
CXUHHTXTILELB0905M,Lost,5.0
CXUOWNMORTGLB1303M,Lost,5.0
CXUOWNMORTGLB1305M,Lost,5.0
CXUHHTXTILELB1005M,Lost,5.0
CXUCERBAKRYLB1207M,Lost,5.0
CXUANIMALLB0402M,Lost,5.0
CXUWATERLB1304M,Lost,5.0
CXUUTILSLB1304M,Lost,5.0
CXUOWNEXPENLB0102M,Lost,5.0
CXUOWNEXPENLB0104M,Lost,5.0
CXUOWNEXPENLB0103M,Lost,5.0
CXUOWNEXPENLB0105M,Lost,5.0
CXUPENSIONSLB1003M,Lost,5.0
CXUOTHLODGELB1305M,Lost,5.0
CXUSMAPPHWRLB1304M,Lost,5.0
CXUMISCHHEQLB1304M,Lost,5.0
CXUELECTRICLB1305M,Lost,5.0
CXUELECTRICLB1303M,Lost,5.0
CXUFATSOILSLB1003M,Lost,5.0
CXU220211LB1304M,Lost,5.0
CXUHHOPERLB1202M,Lost,5.0
CXUMISCFOODLB1303M,Lost,5.0
CXUPUBTRANSLB1206M,Lost,5.0
CXUMISCLB1303M,Lost,5.0
CXUMISCLB1305M,Lost,5.0
CXUHHTXTILELB1205M,Lost,5.0
CXUOWNDWELLLB1305M,Lost,5.0
CXUFOOTWEARLB1206M,Lost,5.0
CXURESPHONELB0905M,Lost,5.0
CXUOWNDWELLLB1303M,Lost,5.0
CXUTOBACCOLB1209M,Lost,5.0
CXUOTHLODGELB1202M,Lost,5.0
CXUENTRTAINLB1305M,Lost,5.0
CXUELECTRICLB1202M,Lost,5.0
CXUMISCLB1202M,Lost,5.0
CXUANIMALLB0405M,Lost,5.0
CXUFURNITURLB1207M,Lost,5.0
CXUOTHAPPRLLB1003M,Lost,5.0
CXUPERSCARELB01A1M,Lost,5.0
CXUFATSOILSLB1002M,Lost,5.0
CXUFATSOILSLB1804M,Lost,5.0
CXUFEESADMLB1703M,Lost,5.0
CXUREADINGLB1704M,Lost,5.0
CXUPERSCARELB0215M,Lost,5.0
CXUOWNEXPENLB1511M,Lost,5.0
CXUPERSCARELB0217M,Lost,5.0
CXUOWNEXPENLB1502M,Lost,5.0
CXUTRANSLB1805M,Lost,5.0
CXUPOULTRYLB1805M,Lost,5.0
CXUFURNITURLB1805M,Lost,5.0
CXUPERSCARELB0221M,Lost,5.0
CXUPENSIONSLB1803M,Lost,5.0
CXURNTDWELLLB1805M,Lost,5.0
CXUPERSCARELB0214M,Lost,5.0
CXUPERSCARELB0222M,Lost,5.0
CXUFATSOILSLB1802M,Lost,5.0
CXUPERSCARELB0216M,Lost,5.0
CXUPERSCARELB0207M,Lost,5.0
CXUOWNEXPENLB1508M,Lost,5.0
CXUOWNEXPENLB1507M,Lost,5.0
CXUINFANTLB1803M,Lost,5.0
CXUFOOTWEARLB1704M,Lost,5.0
CXUOTHAPPRLLB1802M,Lost,5.0
CXUPETSPLAYLB1702M,Lost,5.0
CXUINSPENSNLB1702M,Lost,5.0
CXUPERSCARELB0218M,Lost,5.0
CXUOWNEXPENLB1705M,Lost,5.0
CXUAPPARELLB1802M,Lost,5.0
CXUOWNEXPENLB1509M,Lost,5.0
CXUTOBACCOLB1511M,Lost,5.0
CXUTOBACCOLB1509M,Lost,5.0
CXUINFANTLB1804M,Lost,5.0
CXUTOBACCOLB1504M,Lost,5.0
CXUOTHAPPRLLB1803M,Lost,5.0
CXUREADINGLB1703M,Lost,5.0
CXUNATRLGASLB1805M,Lost,5.0
CXUPERSCARELB0212M,Lost,5.0
CXUENTEROTHLB1805M,Lost,5.0
CXUPERSCARELB0219M,Lost,5.0
CXUPERSCARELB0204M,Lost,5.0
CXULIFEINSRLB1702M,Lost,5.0
CXUINFANTLB1802M,Lost,5.0
CXUTOBACCOLB1510M,Lost,5.0
CXUTOBACCOLB1508M,Lost,5.0
CXUAPPARELLB1803M,Lost,5.0
CXUPORKLB1702M,Lost,5.0
CXUHLTHINSRLB1702M,Lost,5.0
CXUCERBAKRYLB1805M,Lost,5.0
CXUHHFURNSHLB1702M,Lost,5.0
CXUTOYSLB1702M,Lost,5.0
CXUPERSCARELB0210M,Lost,5.0
CXUFOOTWEARLB1703M,Lost,5.0
CXUPOSTAGELB1805M,Lost,5.0
CXUTOBACCOLB1502M,Lost,5.0
CXUFATSOILSLB1803M,Lost,5.0
CXUOWNEXPENLB1506M,Lost,5.0
CXUOWNEXPENLB1505M,Lost,5.0
CXUTOBACCOLB1506M,Lost,5.0
CXUOWNEXPENLB1504M,Lost,5.0
CXUOWNEXPENLB1503M,Lost,5.0
CXUPENSIONSLB1804M,Lost,5.0
CXUPENSIONSLB1802M,Lost,5.0
CXUFEESADMLB1704M,Lost,5.0
CXUHEALTHLB1702M,Lost,5.0
CXUOTHAPPRLLB1804M,Lost,5.0
CXUTOBACCOLB1705M,Lost,5.0
CXUOTHRMEATLB1702M,Lost,5.0
CXUBEEFLB1702M,Lost,5.0
CXUDRUGSLB1702M,Lost,5.0
CXUPETSLB1404M,Lost,5.0
CXUCASHCONTLB1403M,Lost,5.0
CXUCASHCONTLB1405M,Lost,5.0
CXUMAJAPPLLB1403M,Lost,5.0
CXUPERSCARELB1406M,Lost,5.0
CXUALCBEVGLB1405M,Lost,5.0
CXUTOTALEXPLB1405M,Lost,5.0
CXUALCBEVGLB1402M,Lost,5.0
CXUPETSLB1403M,Lost,5.0
CXUTOTALEXPLB1403M,Lost,5.0
CXUPETSLB1402M,Lost,5.0
CXUBAKERYLB1405M,Lost,5.0
CXUPETSLB1405M,Lost,5.0
CXUTOTALEXPLB1404M,Lost,5.0
CXUALCBEVGLB1404M,Lost,5.0
CXUALCBEVGLB1403M,Lost,5.0
CXU080110LB1404M,Lost,5.0
CXUDAIRYLB1404M,Lost,5.0
CXU080110LB1402M,Lost,5.0
CXUDAIRYLB1402M,Lost,5.0
CXU080110LB1405M,Lost,5.0
CXUOTHDAIRYLB1402M,Lost,5.0
CXUCEREALLB1402M,Lost,5.0
CXUBAKERYLB1403M,Lost,5.0
CXUOTHDAIRYLB1403M,Lost,5.0
CXUCEREALLB1405M,Lost,5.0
CXUBAKERYLB1404M,Lost,5.0
CXUDAIRYLB1403M,Lost,5.0
CXUCEREALLB1404M,Lost,5.0
CXUDAIRYLB1405M,Lost,5.0
CXUCEREALLB1403M,Lost,5.0
CXU080110LB1403M,Lost,5.0
CXUBAKERYLB1402M,Lost,5.0
CXUHOUSINGLB0408M,Lost,5.0
CXUAPPARELLB0903M,Lost,5.0
CXUOTHAPPRLLB1004M,Lost,5.0
CXU190904LB0407M,Lost,5.0
CXUFEESADMLB1207M,Lost,5.0
CXUFOODHOMELB0408M,Lost,5.0
CXUOTHRFOODLB0407M,Lost,5.0
CXUFATSOILSLB0409M,Lost,5.0
CXUANIMALLB1609M,Lost,5.0
CXUFOODTOTLLB0408M,Lost,5.0
CXUPERSCARELB0104M,Lost,5.0
CXUEDUCATNLB0408M,Lost,5.0
CXUPERSCARELB0105M,Lost,5.0
CXUOTHRFOODLB0408M,Lost,5.0
CXUFOODAWAYLB0408M,Lost,5.0
CXUPENSIONSLB0406M,Lost,5.0
CXUALCBEVGLB1303M,Lost,5.0
CXUHLTHINSRLB1206M,Lost,5.0
CXUPERSCARELB0103M,Lost,5.0
CXUBAKERYLB1303M,Lost,5.0
CXUMAJAPPLLB1305M,Lost,5.0
CXUFOODTOTLLB0407M,Lost,5.0
CXUINFANTLB0404M,Lost,5.0
CXUINFANTLB1004M,Lost,5.0
CXUOTHAPPRLLB0405M,Lost,5.0
CXUPOSTAGELB1304M,Lost,5.0
CXUPERSCARELB0102M,Lost,5.0
CXUHHPERSRVLB0407M,Lost,5.0
CXUFATSOILSLB0404M,Lost,5.0
CXUINFANTLB0904M,Lost,5.0
CXUOTHAPPRLLB0404M,Lost,5.0
CXUPERSCARELB0106M,Lost,5.0
CXUHHOTHXPNLB0407M,Lost,5.0
CXUEDUCATNLB0407M,Lost,5.0
CXUPUBTRANSLB1207M,Lost,5.0
CXUAPPARELLB1004M,Lost,5.0
CXU080110LB1305M,Lost,5.0
CXUTRANSLB1304M,Lost,5.0
CXUBAKERYLB1305M,Lost,5.0
CXUANIMALLB1602M,Lost,5.0
CXUHHFURNSHLB1206M,Lost,5.0
CXUINFANTLB0402M,Lost,5.0
CXUINFANTLB0903M,Lost,5.0
CXUOTHAPPRLLB0402M,Lost,5.0
CXUOTHDAIRYLB1303M,Lost,5.0
CXUFLOORCOVLB1203M,Lost,5.0
CXUFATSOILSLB0903M,Lost,5.0
CXUOTHAPPRLLB0406M,Lost,5.0
CXUTOTALEXPLB1305M,Lost,5.0
CXUPENSIONSLB0402M,Lost,5.0
CXUTOTALEXPLB1202M,Lost,5.0
CXUTOTALEXPLB1303M,Lost,5.0
CXUHKPGOTHRLB0407M,Lost,5.0
CXUOTHAPPRLLB0904M,Lost,5.0
CXUPENSIONSLB0404M,Lost,5.0
CXUFATSOILSLB0904M,Lost,5.0
CXUFURNITURLB1304M,Lost,5.0
CXUALCBEVGLB1202M,Lost,5.0
CXU080110LB1202M,Lost,5.0
CXUOWNEXPENLB1208M,Lost,5.0
CXUOTHAPPRLLB0903M,Lost,5.0
CXUPETSPLAYLB1206M,Lost,5.0
CXUPENSIONSLB0904M,Lost,5.0
CXUINFANTLB0405M,Lost,5.0
CXUOTHDAIRYLB1202M,Lost,5.0
CXUINFANTLB0409M,Lost,5.0
CXUINFANTLB0406M,Lost,5.0
CXUPENSIONSLB0405M,Lost,5.0
CXUHHPERSRVLB0408M,Lost,5.0
CXUPETSLB1202M,Lost,5.0
CXUREADINGLB1207M,Lost,5.0
CXUHKPGOTHRLB0408M,Lost,5.0
CXU190904LB0408M,Lost,5.0
CXUCASHCONTLB1202M,Lost,5.0
CXUFATSOILSLB0402M,Lost,5.0
CXUANIMALLB1306M,Lost,5.0
CXUPERSCARELB1209M,Lost,5.0
CXUFOOTWEARLB1207M,Lost,5.0
CXURNTDWELLLB1304M,Lost,5.0
CXUFLOORCOVLB01A1M,Lost,5.0
CXUMAJAPPLLB1202M,Lost,5.0
CXUPENSIONSLB1004M,Lost,5.0
CXUANIMALLB1607M,Lost,5.0
CXUANIMALLB1210M,Lost,5.0
CXUPENSIONSLB0903M,Lost,5.0
CXUCERBAKRYLB1304M,Lost,5.0
CXUALCBEVGLB1305M,Lost,5.0
CXUCEREALLB1305M,Lost,5.0
CXUOTHAPPRLLB0409M,Lost,5.0
CXUCEREALLB1202M,Lost,5.0
CXUOTHRMEATLB1206M,Lost,5.0
CXUANIMALLB1603M,Lost,5.0
CXU080110LB1303M,Lost,5.0
CXUOTHDAIRYLB1305M,Lost,5.0
CXUENTEROTHLB1304M,Lost,5.0
CXUDAIRYLB1303M,Lost,5.0
CXUCEREALLB1303M,Lost,5.0
CXUFATSOILSLB1004M,Lost,5.0
CXUDAIRYLB1305M,Lost,5.0
CXUANIMALLB1606M,Lost,5.0
CXUTOBACCOLB1208M,Lost,5.0
CXUANIMALLB0902M,Lost,5.0
CXUHEALTHLB1206M,Lost,5.0
CXUANIMALLB1604M,Lost,5.0
CXUANIMALLB1605M,Lost,5.0
CXUANIMALLB1608M,Lost,5.0
CXUAPPARELLB0904M,Lost,5.0
CXUINSPENSNLB1206M,Lost,5.0
CXUFLOORCOVLB01A2M,Lost,5.0
CXUFATSOILSLB0405M,Lost,5.0
CXULIFEINSRLB1206M,Lost,5.0
CXUBAKERYLB1202M,Lost,5.0
CXUDAIRYLB1202M,Lost,5.0
CXUFATSOILSLB0406M,Lost,5.0
CXUBEEFLB1206M,Lost,5.0
CXUPORKLB1206M,Lost,5.0
CXUOWNEXPENLB1204M,Lost,5.0
CXUTOYSLB1206M,Lost,5.0
CXUPOULTRYLB1304M,Lost,5.0
CXUSWEETSLB1202M,Lost,5.0
CXUDRUGSLB1206M,Lost,5.0
CXUPETSPLAYLB1703M,Lost,5.0
CXUPERSCARELB1505M,Lost,5.0
CXUOWNEXPENLB1102M,Lost,5.0
CXUPERSCARELB1506M,Lost,5.0
CXUDRUGSLB1703M,Lost,5.0
CXUTOBACCOLB1102M,Lost,5.0
CXUFLOORCOVLB02A2M,Lost,5.0
CXUFLOORCOVLB0215M,Lost,5.0
CXUFLOORCOVLB0208M,Lost,5.0
CXUPERSCARELB1509M,Lost,5.0
CXUHHFURNSHLB1703M,Lost,5.0
CXUFLOORCOVLB0204M,Lost,5.0
CXUTOBACCOLB1104M,Lost,5.0
CXUFLOORCOVLB0212M,Lost,5.0
CXUPETSPLAYLB1704M,Lost,5.0
CXUHLTHINSRLB1704M,Lost,5.0
CXUPERSCARELB1510M,Lost,5.0
CXULIFEINSRLB1703M,Lost,5.0
CXUHLTHINSRLB1703M,Lost,5.0
CXUOWNEXPENLB1105M,Lost,5.0
CXUFLOORCOVLB0202M,Lost,5.0
CXUFLOORCOVLB0223M,Lost,5.0
CXUFLOORCOVLB0210M,Lost,5.0
CXUOWNEXPENLB1103M,Lost,5.0
CXUGASOILLB1702M,Lost,5.0
CXUREADINGLB1805M,Lost,5.0
CXUPHONELB1702M,Lost,5.0
CXUTOBACCOLB1105M,Lost,5.0
CXUFLOORCOVLB0218M,Lost,5.0
